"","X","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"571",571,579,"Halo Wars","X360",2009,"Strategy","Microsoft Game Studios",1.53,0.82,0.04,0.24,2.63
"329",329,333,"Resident Evil 3: Nemesis","PS",1999,"Action","Eidos Interactive",1.3,0.77,1.54,0.11,3.72
"112",112,113,"FIFA 14","PS3",2013,"Sports","Electronic Arts",0.78,4.32,0.07,1.73,6.9
"591",591,599,"Art Academy","DS",2010,"Misc","Nintendo",0.28,1.68,0.33,0.28,2.57
"631",631,641,"Dragon Ball Z: Budokai 2","PS2",2003,"Fighting","Atari",1.63,0.22,0.51,0.06,2.41
"90",90,91,"Grand Theft Auto: Liberty City Stories","PSP",2005,"Action","Take-Two Interactive",2.9,2.83,0.24,1.75,7.72
"898",898,916,"Mortal Kombat: Deception","PS2",2004,"Fighting","Midway Games",0.92,0.72,0,0.24,1.88
"836",836,853,"Tenchu: Stealth Assassins","PS",1997,"Action","Activision",0.95,0.64,0.27,0.13,1.99
"1002",1002,1020,"Forza Motorsport 6","XOne",2015,"Racing","Microsoft Game Studios",0.69,0.89,0.03,0.14,1.74
"775",775,792,"Devil May Cry 3: Dante's Awakening","PS2",2005,"Action","Capcom",0.99,0.63,0.29,0.19,2.09
"64",64,64,"Mario Kart 64","N64",1996,"Racing","Nintendo",5.55,1.94,2.23,0.15,9.87
"136",136,137,"Street Fighter II: The World Warrior","SNES",1992,"Fighting","Capcom",2.47,0.83,2.87,0.12,6.3
"725",725,740,"Sonic Unleashed","Wii",2008,"Platform","Sega",1.28,0.68,0.02,0.21,2.2
"437",437,443,"Need for Speed III: Hot Pursuit","PS",1998,"Racing","Electronic Arts",2.14,0.86,0,0.13,3.12
"263",263,267,"Daxter","PSP",2006,"Platform","Sony Computer Entertainment",2.45,1.02,0,0.75,4.22
"653",653,666,"Madden NFL 08","X360",2007,"Sports","Electronic Arts",2.18,0.01,0,0.18,2.37
"810",810,827,"Sonic Mega Collection","GC",2002,"Misc","Infogrames",1.47,0.48,0.05,0.06,2.05
"566",566,574,"Super Mario Bros.: The Lost Levels","NES",1986,"Platform","Nintendo",0,0,2.65,0,2.65
"822",822,839,"1080°: TenEighty Snowboarding","N64",1998,"Sports","Nintendo",1.25,0.61,0.13,0.05,2.03
"580",580,588,"Super Mario All-Stars: Limited Edition","Wii",2010,"Platform","Nintendo",1.02,0.52,0.92,0.14,2.6
"543",543,551,"Call of Duty 3","X360",2006,"Shooter","Activision",1.49,0.93,0.02,0.27,2.71
"335",335,339,"Friend Collection","DS",2009,"Misc","Nintendo",0,0,3.67,0,3.67
"496",496,503,"Syphon Filter","PS",1999,"Shooter","Sony Computer Entertainment",2.03,0.72,0.02,0.11,2.88
"595",595,603,"Dragon Warrior II","NES",1987,"Role-Playing","Enix Corporation",0.15,0,2.41,0,2.56
"764",764,780,"Tony Hawk's Pro Skater","N64",2000,"Sports","Activision",1.68,0.4,0,0.03,2.11
"376",376,381,"Guitar Hero: On Tour","DS",2008,"Misc","Activision",2.11,1.01,0.01,0.35,3.48
"500",500,507,"Madden NFL 13","X360",2012,"Sports","Electronic Arts",2.53,0.16,0,0.17,2.86
"206",206,208,"Guitar Hero III: Legends of Rock","PS2",2007,"Misc","Activision",3.49,0.01,0.01,1.48,4.98
"925",925,943,"Demon's Souls","PS3",2009,"Role-Playing","Namco Bandai Games",0.97,0.34,0.35,0.18,1.84
"539",539,547,"Assassin's Creed IV: Black Flag","PS4",2013,"Action","Ubisoft",1.07,1.31,0.06,0.31,2.74
"969",969,987,"Dead or Alive 3","XB",2001,"Fighting","Microsoft Game Studios",1.19,0.29,0.24,0.06,1.77
"313",313,317,"Flash Focus: Vision Training in Minutes a Day","DS",2007,"Misc","Nintendo",0.87,1.57,1.05,0.35,3.84
"828",828,845,"Forza Horizon","X360",2012,"Racing","Microsoft Game Studios",0.82,0.98,0.04,0.18,2.02
"264",264,268,"Warcraft II: Tides of Darkness","PC",1995,"Strategy","Activision",1.7,2.27,0,0.23,4.21
"286",286,290,"Fallout: New Vegas","X360",2010,"Role-Playing","Bethesda Softworks",2.65,1.06,0.04,0.33,4.08
"300",300,304,"EA Sports Active","Wii",2009,"Sports","Electronic Arts",2.1,1.36,0.06,0.4,3.92
"831",831,848,"LEGO Marvel Super Heroes","PS3",2013,"Action","Warner Bros. Interactive Entertainment",0.77,0.85,0.01,0.37,2
"1071",1071,1089,"Knack","PS4",2013,"Platform","Sony Computer Entertainment Europe",0.43,0.67,0.42,0.15,1.67
"982",982,1000,"2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures","GBA",2007,"Action","THQ",1.26,0.47,0,0.03,1.76
"753",753,769,"Dance Dance Revolution Extreme","PS2",2004,"Simulation","Konami Digital Entertainment",1.04,0.81,0,0.27,2.13
"578",578,586,"Style Savvy","DS",2008,"Simulation","Nintendo",0.63,0.84,0.96,0.19,2.61
"829",829,846,"TouchMaster","DS",2007,"Puzzle","Midway Games",0.49,1.27,0,0.25,2.01
"1069",1069,1087,"Madden NFL 2001","PS",2000,"Sports","Electronic Arts",1.58,0.05,0,0.04,1.67
"428",428,434,"Ace Combat 04: Shattered Skies","PS2",2001,"Simulation","Sony Computer Entertainment Europe",2.06,0.56,0.38,0.17,3.17
"864",864,882,"Alleyway","GB",1989,"Puzzle","Nintendo",0.96,0.38,0.55,0.05,1.94
"78",78,78,"FIFA 16","PS4",2015,"Sports","Electronic Arts",1.11,6.06,0.06,1.26,8.49
"657",657,670,"Madden NFL 10","PS3",2009,"Sports","Electronic Arts",2.03,0.13,0,0.21,2.37
"166",166,167,"Call of Duty: World at War","PS3",2008,"Shooter","Activision",2.72,1.87,0,0.84,5.43
"321",321,325,"LEGO Indiana Jones: The Original Adventures","X360",2008,"Action","Activision",2.4,1.03,0,0.36,3.78
"715",715,729,"Scribblenauts","DS",2009,"Puzzle","Warner Bros. Interactive Entertainment",1.71,0.32,0.02,0.18,2.22
"482",482,489,"Pac-Man Collection","GBA",2001,"Puzzle","Atari",2.07,0.77,0.05,0.05,2.94
"954",954,972,"Kinect Star Wars","X360",2012,"Action","Microsoft Game Studios",1.05,0.57,0.03,0.14,1.78
"144",144,145,"Metal Gear Solid 4: Guns of the Patriots","PS3",2008,"Action","Konami Digital Entertainment",2.63,1.74,0.83,0.83,6.03
"32",32,32,"Call of Duty: Black Ops","X360",2010,"Shooter","Activision",9.67,3.73,0.11,1.13,14.64
"951",951,969,"Call of Duty: Black Ops 3","PS3",2015,"Shooter","Activision",0.49,0.96,0.07,0.27,1.79
"536",536,543,"Sonic and the Secret Rings","Wii",2007,"Platform","Sega",1.24,1.2,0.04,0.3,2.77
"93",93,94,"Call of Duty: Advanced Warfare","PS4",2014,"Shooter","Activision",2.8,3.3,0.14,1.37,7.6
"150",150,151,"LEGO Star Wars: The Complete Saga","Wii",2007,"Action","LucasArts",3.66,1.63,0,0.53,5.83
"624",624,634,"Need for Speed Carbon: Own the City","PSP",2006,"Racing","Electronic Arts",0.87,0.98,0,0.59,2.44
"193",193,195,"Microsoft Flight Simulator","PC",1996,"Simulation","Microsoft Game Studios",3.22,1.69,0,0.2,5.12
"756",756,772,"Far Cry: Primal","PS4",2016,"Action","Ubisoft",0.59,1.16,0.06,0.33,2.13
"259",259,263,"Batman: Arkham Asylum","PS3",2009,"Action","Eidos Interactive",2.23,1.34,0.07,0.61,4.25
"282",282,286,"Street Fighter II Turbo","SNES",1992,"Fighting","Capcom",1.42,0.51,2.1,0.07,4.1
"554",554,562,"Yokai Watch 2 Shinuchi","3DS",2014,"Role-Playing","Level 5",0,0,2.68,0,2.68
"243",243,246,"God of War","PS2",2005,"Action","Sony Computer Entertainment",2.71,1.29,0.02,0.43,4.45
"701",701,715,"Minecraft","PSV",2014,"Misc","Sony Computer Entertainment Europe",0.28,0.79,0.87,0.32,2.25
"638",638,648,"Pro Wrestling","NES",1987,"Fighting","Nintendo",0.77,0.18,1.42,0.03,2.4
"881",881,899,"Red Faction","PS2",2001,"Shooter","THQ",0.76,0.96,0,0.2,1.92
"853",853,871,"Kirby Squeak Squad","DS",2006,"Platform","Nintendo",0.79,0.03,1.05,0.08,1.96
"589",589,597,"WWE SmackDown vs. RAW 2007","PS2",2006,"Fighting","THQ",1.4,0.88,0.03,0.26,2.58
"870",870,888,"Guitar Hero: World Tour","PS3",2008,"Misc","Activision",1.1,0.56,0,0.27,1.93
"495",495,502,"Zumba Fitness 2","Wii",2011,"Sports","Majesco Entertainment",1.54,1.07,0,0.28,2.88
"675",675,688,"WarioWare Touched!","DS",2004,"Puzzle","Nintendo",0.52,0.45,1.21,0.13,2.31
"548",548,556,"Madden NFL 12","X360",2011,"Sports","Electronic Arts",2.42,0.11,0,0.16,2.69
"378",378,383,"Far Cry 3","PS3",2012,"Shooter","Ubisoft",0.88,1.75,0.1,0.72,3.45
"565",565,573,"Medal of Honor Heroes","PSP",2006,"Shooter","Electronic Arts",0.86,1.11,0.01,0.66,2.65
"564",564,572,"Skylanders Giants","Wii",2012,"Action","Activision",1.56,0.88,0,0.22,2.65
"309",309,313,"Dragon Warrior III","NES",1988,"Role-Playing","Enix Corporation",0.1,0,3.77,0,3.87
"153",153,154,"Cooking Mama","DS",2006,"Simulation","505 Games",3.13,1.94,0.07,0.58,5.72
"726",726,741,"High School Musical: Makin' the Cut!","DS",2007,"Puzzle","Disney Interactive Studios",1.06,0.91,0,0.23,2.2
"241",241,244,"Uncharted: The Nathan Drake Collection","PS4",2015,"Action","Sony Computer Entertainment",1.96,1.69,0.08,0.74,4.47
"314",314,318,"Namco Museum Vol.1","PS",1995,"Misc","Sony Computer Entertainment",2.12,1.44,0.22,0.06,3.84
"92",92,93,"Star Wars Battlefront (2015)","PS4",2015,"Shooter","Electronic Arts",2.93,3.29,0.22,1.23,7.67
"323",323,327,"Ratchet & Clank: Size Matters","PSP",2007,"Platform","Sony Computer Entertainment",1.4,1.4,0.1,0.87,3.77
"254",254,257,"FIFA 14","X360",2013,"Sports","Electronic Arts",0.92,2.93,0.01,0.46,4.31
"432",432,438,"Sonic Rush","DS",2005,"Platform","Sega",1.22,1.57,0.06,0.29,3.15
"95",95,96,"Crash Bandicoot 2: Cortex Strikes Back","PS",1997,"Platform","Sony Computer Entertainment",3.78,2.17,1.31,0.31,7.58
"411",411,416,"Tekken","PS",1995,"Fighting","Sony Computer Entertainment",0.95,1.3,0.77,0.22,3.24
"121",121,122,"FIFA 12","PS3",2011,"Sports","Electronic Arts",0.84,4.32,0.11,1.42,6.69
"973",973,991,"The SpongeBob SquarePants Movie","PS2",2004,"Platform","THQ",1.06,0.54,0,0.16,1.76
"999",999,1017,"Xenosaga Episode I: Der Wille zur Macht","PS2",2002,"Role-Playing","Namco Bandai Games",0.63,0.49,0.45,0.17,1.74
"588",588,596,"Monster Hunter Freedom 2","PSP",2007,"Role-Playing","Capcom",0.37,0.27,1.75,0.18,2.58
"353",353,357,"Luigi's Mansion","GC",2001,"Action","Nintendo",2.38,0.67,0.46,0.1,3.6
"154",154,155,"Destiny","PS4",2014,"Shooter","Activision",2.49,2.05,0.16,0.96,5.65
"906",906,924,"Donkey Kong Country Returns","3DS",2013,"Platform","Nintendo",0.73,0.62,0.4,0.12,1.87
"669",669,682,"The Legend of Zelda: Majora's Mask 3D","3DS",2015,"Action","Nintendo",1.14,0.54,0.47,0.17,2.32
"769",769,786,"Mortal Kombat","X360",2011,"Fighting","Warner Bros. Interactive Entertainment",1.63,0.33,0,0.15,2.11
"6",6,6,"Tetris","GB",1989,"Puzzle","Nintendo",23.2,2.26,4.22,0.58,30.26
"198",198,200,"FIFA Soccer 11","PS3",2010,"Sports","Electronic Arts",0.6,3.29,0.06,1.13,5.08
"290",290,294,"Namco Museum Vol.3","PS",1996,"Misc","Sony Computer Entertainment",2.28,1.55,0.16,0.06,4.05
"1065",1065,1083,"Metroid Fusion","GBA",2002,"Action","Nintendo",1.18,0.27,0.17,0.06,1.68
"419",419,424,"WWF SmackDown! 2: Know Your Role","PS",2000,"Fighting","THQ",1.76,1.21,0.07,0.16,3.2
"581",581,589,"Streets of Rage","GEN",1990,"Action","Sega",1.86,0.55,0.11,0.08,2.6
"291",291,295,"Tekken Tag Tournament","PS2",2000,"Fighting","Namco Bandai Games",1.68,1.51,0.51,0.35,4.05
"54",54,54,"Super Mario 3D Land","3DS",2011,"Platform","Nintendo",4.89,2.99,2.13,0.78,10.79
"1033",1033,1051,"The Crew","PS4",2014,"Racing","Ubisoft",0.34,1.08,0.03,0.26,1.7
"96",96,97,"Super Mario Bros. 2","NES",1988,"Platform","Nintendo",5.39,1.18,0.7,0.19,7.46
"612",612,621,"Resistance 2","PS3",2008,"Shooter","Sony Computer Entertainment",1.15,0.85,0.1,0.39,2.48
"398",398,403,"English Training: Have Fun Improving Your Skills!","DS",2006,"Misc","Nintendo",0,0.99,2.32,0.02,3.33
"227",227,229,"Forza Motorsport 4","X360",2011,"Racing","Microsoft Game Studios",2.08,2.04,0.06,0.47,4.64
"856",856,874,"Crash Nitro Kart","PS2",2003,"Racing","Vivendi Games",0.74,1.01,0,0.2,1.95
"242",242,245,"Call of Duty: Advanced Warfare","PS3",2014,"Shooter","Activision",1.54,1.94,0.19,0.77,4.45
"940",940,958,"Dragon Quest VI: Realms of Revelation","DS",2010,"Role-Playing","Nintendo",0.22,0.21,1.35,0.03,1.81
"350",350,354,"Doom II: Hell on Earth","PC",1994,"Shooter","Virgin Interactive",2.05,1.4,0,0.16,3.61
"60",60,60,"Super Mario 64","DS",2004,"Platform","Nintendo",5.08,3.11,1.25,0.98,10.42
"68",68,68,"Call of Duty: Ghosts","PS3",2013,"Shooter","Activision",4.09,3.73,0.38,1.38,9.59
"868",868,886,"X-Men Legends","PS2",2004,"Role-Playing","Activision",1,0.72,0,0.21,1.93
"168",168,169,"Minecraft","PS3",2014,"Misc","Sony Computer Entertainment",1.97,2.51,0,0.94,5.42
"892",892,910,"Max Payne 3","PS3",2012,"Shooter","Take-Two Interactive",0.59,0.92,0.06,0.32,1.9
"310",310,314,"Sports Champions","PS3",2010,"Sports","Sony Computer Entertainment",2.12,1.14,0.1,0.51,3.87
"750",750,765,"Mahjong","NES",1983,"Misc","Nintendo",0.01,0,2.13,0,2.14
"1023",1023,1041,"Star Ocean: Till The End of Time","PS2",2003,"Role-Playing","Ubisoft",0.8,0.21,0.55,0.15,1.72
"246",246,249,"Tony Hawk's Pro Skater 3","PS2",2001,"Sports","Activision",2.66,1.29,0.01,0.46,4.41
"888",888,906,"Game Party 2","Wii",2008,"Misc","Midway Games",1.3,0.44,0,0.17,1.91
"934",934,952,"Air Combat","PS",1995,"Simulation","Sony Computer Entertainment",0.92,0.33,0.52,0.05,1.83
"407",407,412,"True Crime: Streets of LA","PS2",2003,"Action","Activision",1.89,1.05,0.02,0.31,3.27
"258",258,262,"Super Mario 3D World","WiiU",2013,"Platform","Nintendo",2.11,1.11,0.72,0.3,4.25
"897",897,915,"Yu-Gi-Oh! Forbidden Memories","PS",1999,"Role-Playing","Konami Digital Entertainment",1.37,0.44,0,0.08,1.88
"530",530,537,"Monster Hunter Tri","3DS",2011,"Role-Playing","Nintendo",0.46,0.29,1.96,0.07,2.79
"203",203,205,"Warzone 2100","PS",1999,"Strategy","Eidos Interactive",2.79,1.89,0,0.33,5.01
"362",362,366,"Battlefield 4","X360",2013,"Shooter","Electronic Arts",2.14,1.08,0.02,0.29,3.53
"541",541,549,"Metroid","NES",1986,"Action","Nintendo",1.33,0.31,1.04,0.05,2.73
"1009",1009,1027,"SSX Tricky","PS2",2001,"Sports","Electronic Arts",0.85,0.66,0,0.22,1.73
"1011",1011,1029,"Twisted Metal III","PS",1998,"Action","989 Studios",1.48,0.2,0,0.05,1.73
"841",841,858,"Battlefield 4","XOne",2013,"Shooter","Electronic Arts",1.25,0.58,0,0.16,1.98
"718",718,732,"BioShock 2","X360",2010,"Shooter","Take-Two Interactive",1.45,0.55,0.02,0.19,2.21
"137",137,138,"World of Warcraft","PC",2004,"Role-Playing","Activision",0.07,6.21,0,0,6.28
"855",855,873,"Destiny","X360",2014,"Shooter","Activision",1.3,0.49,0,0.16,1.95
"1087",1087,1105,"Need for Speed Carbon","X360",2006,"Racing","Electronic Arts",0.76,0.7,0.02,0.18,1.66
"1070",1070,1088,"Fight Night Round 3","PS3",2006,"Fighting","Electronic Arts",0.81,0.59,0.01,0.26,1.67
"544",544,552,"The Legend of Zelda: A Link to the Past","GBA",2002,"Action","Nintendo",1.75,0.52,0.33,0.1,2.7
"950",950,968,"NFL GameDay 2000","PS",1999,"Sports","989 Studios",1,0.68,0,0.12,1.8
"10",10,10,"Duck Hunt","NES",1984,"Shooter","Nintendo",26.93,0.63,0.28,0.47,28.31
"284",284,288,"Fallout 4","XOne",2015,"Role-Playing","Bethesda Softworks",2.45,1.26,0.01,0.37,4.09
"157",157,158,"Super Smash Bros.","N64",1999,"Fighting","Nintendo",2.95,0.6,1.97,0.04,5.55
"192",192,194,"Call of Duty: Advanced Warfare","XOne",2014,"Shooter","Activision",3.21,1.53,0.01,0.38,5.13
"930",930,948,"Jet Moto","PS",1996,"Racing","Sony Computer Entertainment",1.33,0.4,0.03,0.07,1.83
"390",390,395,"LEGO Batman: The Videogame","X360",2008,"Action","Warner Bros. Interactive Entertainment",2.03,1.03,0,0.32,3.38
"604",604,613,"Tomb Raider (2013)","PS3",2013,"Action","Square Enix",0.6,1.31,0.08,0.52,2.51
"702",702,716,"Onimusha 2: Samurai's Destiny","PS2",2002,"Adventure","Capcom",0.62,0.44,1.06,0.13,2.25
"468",468,475,"World Soccer Winning Eleven 6 International","PS2",2002,"Sports","Konami Digital Entertainment",0.12,1.26,1.16,0.45,2.99
"352",352,356,"Cooking Mama 2: Dinner With Friends","DS",2007,"Simulation","505 Games",1.61,1.5,0.1,0.39,3.61
"913",913,931,"LittleBigPlanet 3","PS4",2014,"Platform","Sony Computer Entertainment",0.64,0.92,0.01,0.29,1.86
"504",504,511,"Yoshi's Story","N64",1997,"Platform","Nintendo",1.29,0.53,0.98,0.05,2.85
"574",574,582,"Mario Strikers Charged","Wii",2007,"Sports","Nintendo",1.07,1.06,0.24,0.25,2.62
"610",610,619,"LEGO Harry Potter: Years 1-4","Wii",2010,"Action","Warner Bros. Interactive Entertainment",1.29,0.97,0,0.23,2.49
"680",680,693,"Guild Wars 2","PC",2012,"Action","NCSoft",0.95,1.06,0,0.29,2.3
"1054",1054,1072,"Resident Evil 4","GC",2005,"Action","Capcom",0.98,0.42,0.22,0.06,1.69
"650",650,663,"NBA 2K15","PS4",2014,"Sports","Take-Two Interactive",1.46,0.54,0.01,0.37,2.38
"124",124,125,"FIFA 15","PS4",2014,"Sports","Electronic Arts",0.79,4.29,0.05,1.47,6.59
"84",84,84,"The Sims 3","PC",2009,"Simulation","Electronic Arts",0.98,6.42,0,0.71,8.11
"886",886,904,"Mario Party 3","N64",2000,"Misc","Nintendo",0.72,0.16,1.01,0.02,1.91
"837",837,854,"Tennis","GB",1989,"Sports","Nintendo",0.75,0.3,0.9,0.04,1.99
"600",600,609,"Crazy Taxi","PS2",2001,"Racing","Acclaim Entertainment",1.13,1.12,0.06,0.22,2.52
"909",909,927,"Shrek 2","PS2",2004,"Platform","Activision",1.12,0.69,0.03,0.02,1.86
"704",704,718,"Paper Mario: The Thousand-Year Door","GC",2004,"Role-Playing","Nintendo",1.48,0.25,0.46,0.06,2.25
"936",936,954,"Sonic & Knuckles","GEN",1994,"Platform","Sega",1.24,0.43,0.03,0.12,1.82
"86",86,86,"Mario & Sonic at the Olympic Games","Wii",2007,"Sports","Sega",2.58,3.9,0.66,0.91,8.06
"549",549,557,"LEGO Star Wars II: The Original Trilogy","PS2",2006,"Action","LucasArts",1.85,0.64,0.01,0.19,2.69
"676",676,689,"Need For Speed: High Stakes","PS",1999,"Racing","Electronic Arts",1.58,0.64,0,0.09,2.31
"386",386,391,"Spider-Man 2","PS2",2004,"Action","Activision",1.75,1.2,0.02,0.43,3.41
"249",249,252,"Zelda II: The Adventure of Link","NES",1987,"Adventure","Nintendo",2.19,0.5,1.61,0.08,4.38
"830",830,847,"Tom Clancy's The Division","XOne",2016,"Shooter","Ubisoft",1.2,0.62,0,0.18,2.01
"970",970,988,"UFC 2009 Undisputed","PS3",2009,"Fighting","THQ",1.07,0.45,0.01,0.24,1.77
"493",493,500,"Hot Shots Golf 3","PS2",2001,"Sports","Sony Computer Entertainment",0.99,0.32,1.38,0.2,2.89
"915",915,933,"Phineas and Ferb","DS",2009,"Action","Disney Interactive Studios",1.34,0.37,0,0.15,1.86
"933",933,951,"The Orange Box","X360",2007,"Shooter","Electronic Arts",1.09,0.54,0.02,0.17,1.83
"127",127,128,"The Legend of Zelda","NES",1986,"Action","Nintendo",3.74,0.93,1.69,0.14,6.51
"30",30,30,"Call of Duty: Modern Warfare 3","X360",2011,"Shooter","Activision",9.03,4.28,0.13,1.32,14.76
"1041",1041,1059,"SOCOM 3: U.S. Navy SEALs","PS2",2005,"Shooter","Sony Computer Entertainment",1.22,0.34,0.04,0.1,1.69
"434",434,440,"Halo: The Master Chief Collection","XOne",2014,"Shooter","Microsoft Game Studios",1.89,0.99,0.03,0.24,3.15
"754",754,770,"Tetris DS","DS",2006,"Puzzle","Nintendo",0.64,0.07,1.35,0.08,2.13
"159",159,160,"Batman: Arkham City","PS3",2011,"Action","Warner Bros. Interactive Entertainment",2.7,1.91,0.11,0.8,5.53
"1056",1056,1074,"Star Wars Battlefront: Renegade Squadron","PSP",2007,"Shooter","LucasArts",0.9,0.47,0,0.32,1.68
"126",126,127,"The Elder Scrolls V: Skyrim","PS3",2011,"Role-Playing","Bethesda Softworks",2.55,2.71,0.25,1.05,6.56
"212",212,214,"Diddy Kong Racing","N64",1997,"Racing","Nintendo",2.91,0.99,0.89,0.1,4.88
"307",307,311,"The Elder Scrolls V: Skyrim","PC",2011,"Role-Playing","Bethesda Softworks",1.15,2.09,0,0.64,3.88
"445",445,451,"Dragon Ball Z: Budokai","PS2",2002,"Fighting","Atari",2.17,0.28,0.55,0.08,3.09
"497",497,504,"Imagine: Babyz","DS",2007,"Simulation","Ubisoft",1.3,1.27,0,0.31,2.88
"797",797,814,"Yu-Gi-Oh! The Eternal Duelist Soul","GBA",2001,"Strategy","Konami Digital Entertainment",1.64,0.36,0,0.07,2.07
"803",803,820,"R4: Ridge Racer Type 4","PS",1998,"Racing","Namco Bandai Games",0.68,0.46,0.79,0.13,2.06
"809",809,826,"Pokémon Mystery Dungeon: Blue Rescue Team","DS",2005,"Role-Playing","Nintendo",1.16,0.06,0.83,0,2.05
"583",583,591,"Ratchet & Clank Future: Tools of Destruction","PS3",2007,"Platform","Sony Computer Entertainment",0.93,1.12,0.08,0.45,2.59
"103",103,104,"Battlefield 3","PS3",2011,"Shooter","Electronic Arts",2.85,2.93,0.35,1.1,7.23
"608",608,617,"Saints Row: The Third","PS3",2011,"Action","THQ",0.86,1.06,0.18,0.39,2.49
"796",796,813,"Dark Souls","PS3",2011,"Role-Playing","Namco Bandai Games",0.75,0.54,0.54,0.23,2.07
"51",51,51,"Super Mario Land 2: 6 Golden Coins","GB",1992,"Adventure","Nintendo",6.16,2.04,2.69,0.29,11.18
"139",139,140,"Kinect Sports","X360",2010,"Sports","Microsoft Game Studios",3.92,1.78,0.03,0.51,6.24
"514",514,521,"Finding Nemo","GBA",2003,"Action","THQ",1.59,1.05,0.04,0.14,2.82
"1025",1025,1043,"Game Party 3","Wii",2009,"Puzzle","Warner Bros. Interactive Entertainment",1.43,0.16,0,0.12,1.71
"692",692,705,"Borderlands 2","PS3",2012,"Shooter","Take-Two Interactive",1.05,0.77,0.1,0.36,2.28
"885",885,903,"Toy Story Mania!","Wii",2009,"Misc","Disney Interactive Studios",1.06,0.67,0,0.18,1.92
"508",508,515,"Assassin's Creed: Brotherhood","PS3",2010,"Action","Ubisoft",1.87,0.57,0.11,0.3,2.84
"1044",1044,1062,"Saints Row IV","X360",2013,"Action","Deep Silver",1.01,0.53,0.01,0.14,1.69
"820",820,837,"Need for Speed: The Run","PS3",2011,"Action","Electronic Arts",0.58,1.06,0.03,0.37,2.04
"521",521,528,"Hot Shots Golf","PS",1997,"Sports","Sony Computer Entertainment",0.29,0.2,2.13,0.18,2.79
"211",211,213,"LEGO Star Wars: The Complete Saga","DS",2007,"Action","LucasArts",2.89,1.54,0,0.46,4.9
"724",724,739,"Pro Yakyuu Family Stadium","NES",1986,"Sports","Namco Bandai Games",0.15,0,2.05,0,2.2
"501",501,508,"The Elder Scrolls III: Morrowind","XB",2002,"Role-Playing","Ubisoft",2.09,0.63,0.03,0.11,2.86
"240",240,243,"Dragon Quest VII: Warriors of Eden","PS",2000,"Role-Playing","Enix Corporation",0.2,0.14,4.1,0.02,4.47
"50",50,50,"Pokemon Omega Ruby/Pokemon Alpha Sapphire","3DS",2014,"Role-Playing","Nintendo",4.23,3.37,3.08,0.65,11.33
"655",655,668,"The Incredibles","PS2",2004,"Action","THQ",0.96,1.08,0.04,0.3,2.37
"774",774,791,"Portal 2","X360",2011,"Shooter","Valve Software",1.41,0.51,0.01,0.17,2.1
"832",832,849,"Fire Emblem: Awakening","3DS",2012,"Role-Playing","Nintendo",0.89,0.45,0.53,0.13,2
"635",635,645,"Need for Speed: ProStreet","PS2",2007,"Racing","Electronic Arts",0.69,0,0.04,1.68,2.41
"935",935,953,"Kirby: Triple Deluxe","3DS",2014,"Platform","Nintendo",0.61,0.34,0.79,0.09,1.82
"893",893,911,"Need for Speed Rivals","PS4",2013,"Racing","Electronic Arts",0.73,0.91,0.03,0.22,1.89
"152",152,153,"Tekken 2","PS",1996,"Fighting","Sony Computer Entertainment",2.26,1.89,1.36,0.23,5.74
"257",257,261,"Halo 5: Guardians","XOne",2015,"Shooter","Microsoft Game Studios",2.64,1.2,0.03,0.39,4.26
"872",872,890,"Virtua Fighter 2","SAT",1995,"Fighting","Sega",0.34,0.26,1.3,0.03,1.93
"1046",1046,1064,"Dragon Age: Origins","PS3",2009,"Role-Playing","Electronic Arts",0.96,0.44,0.08,0.22,1.69
"899",899,917,"Hot Shots Golf 2","PS",1999,"Sports","Sony Computer Entertainment",0.25,0.12,1.48,0.03,1.88
"377",377,382,"Assassin's Creed: Unity","XOne",2014,"Action","Ubisoft",2.26,0.89,0,0.3,3.46
"743",743,758,"Your Shape featuring Jenny McCarthy","Wii",2009,"Sports","Ubisoft",1.51,0.47,0,0.18,2.16
"436",436,442,"Spider-Man","PS",2000,"Action","Activision",1.7,1.25,0.02,0.16,3.13
"113",113,114,"Need for Speed Underground 2","PS2",2004,"Racing","Electronic Arts",2.71,3.02,0.08,1.09,6.9
"61",61,61,"Just Dance 3","Wii",2011,"Misc","Ubisoft",6.05,3.15,0,1.07,10.26
"17",17,17,"Grand Theft Auto V","PS3",2013,"Action","Take-Two Interactive",7.01,9.27,0.97,4.14,21.4
"626",626,636,"Riven: The Sequel to Myst","PC",1997,"Adventure","Red Orb",1.52,0.82,0,0.1,2.43
"1015",1015,1033,"Dishonored","X360",2012,"Action","Bethesda Softworks",1.06,0.52,0.01,0.14,1.73
"412",412,417,"FIFA 16","XOne",2015,"Sports","Electronic Arts",0.88,2.11,0,0.23,3.23
"620",620,630,"Final Fantasy V","SNES",1992,"Role-Playing","SquareSoft",0,0,2.43,0.02,2.45
"62",62,62,"Call of Duty: Ghosts","X360",2013,"Shooter","Activision",6.72,2.63,0.04,0.82,10.21
"791",791,808,"Warcraft: Orcs & Humans","PC",1994,"Strategy","Activision",0.89,1.08,0,0.11,2.08
"75",75,75,"Mario Party DS","DS",2007,"Misc","Nintendo",4.46,1.88,1.98,0.7,9.02
